sales_representative,location,region,customer,order_date,item,quantity,price,total_sales
Frances Warren,New York,East,Louis Marshall,2016-04-06,Things,4,17.83,71.32
Frances Warren,Massachusetts,East,Ann Duncan,2016-04-06,Junk,10,12.42,124.2
Sara Snyder,New York,East,Katherine Hayes,2016-04-06,Junk,6,12.42,74.52
Patrick Graham,Washington,West,Arthur Green,2016-04-06,Widgets,6,53.35,320.1
Patrick Graham,Oregon,West,Martha Harper,2016-04-06,Widgets,9,53.35,480.15
Diane Gonzalez,California,West,Andrew Adams,2016-04-06,Stuff,6,16.32,97.92
Randy Watson,New Jersey,East,Rebecca Williams,2016-04-06,Stuff,1,16.32,16.32
Patrick Graham,Oregon,West,Marilyn Franklin,2016-04-06,Junk,6,12.42,74.52
Randy Watson,Massachusetts,East,Eugene Hughes,2016-04-07,Widgets,6,53.35,320.1
Patrick Graham,Oregon,West,Gloria Fisher,2016-04-07,Things,7,17.83,124.81
Sara Snyder,New Jersey,East,Jacqueline Wheeler,2016-04-07,Widgets,3,53.35,160.05
Diane Gonzalez,California,West,Dennis Fields,2016-04-07,Widgets,9,53.35,480.15
Randy Watson,Connecticut,East,Debra Gutierrez,2016-04-07,Things,6,17.83,106.98
Patrick Graham,Washington,West,Michelle Allen,2016-04-07,Widgets,1,53.35,53.35
Sara Snyder,Massachusetts,East,Walter Kennedy,2016-04-07,Widgets,7,53.35,373.45
Sara Snyder,New Jersey,East,Edward Wells,2016-04-07,Junk,8,12.42,99.36
Patrick Graham,Oregon,West,Teresa Payne,2016-04-07,Stuff,2,16.32,32.64
Sara Snyder,New York,East,Anna Wheeler,2016-04-07,Junk,3,12.42,37.26
Randy Watson,Massachusetts,East,Shirley Rivera,2016-04-07,Junk,6,12.42,74.52
Patrick Graham,Oregon,West,Roger Bell,2016-04-07,Junk,1,12.42,12.42
Patrick Graham,Washington,West,Denise Henry,2016-04-07,Junk,1,12.42,12.42
Diane Gonzalez,Washington,West,Terry Nguyen,2016-04-08,Junk,6,12.42,74.52
Patrick Graham,California,West,Howard Nelson,2016-04-08,Junk,5,12.42,62.1
Randy Watson,New York,East,Emily Patterson,2016-04-08,Junk,4,12.42,49.68
Randy Watson,Massachusetts,East,Roy Rivera,2016-04-08,Stuff,4,16.32,65.28
Sara Snyder,New York,East,Kenneth Lane,2016-04-08,Widgets,2,53.35,106.7
Patrick Graham,Oregon,West,Kenneth West,2016-04-08,Things,7,17.83,124.81
Frances Warren,New Jersey,East,Cheryl Howard,2016-04-08,Stuff,4,16.32,65.28
Patrick Graham,California,West,Sandra Bowman,2016-04-08,Things,10,17.83,178.3
Patrick Graham,California,West,Timothy Gonzales,2016-04-08,Junk,4,12.42,49.68
Patrick Graham,Oregon,West,Kathy Lee,2016-04-08,Stuff,4,16.32,65.28
Randy Watson,New York,East,Alan Allen,2016-04-08,Junk,3,12.42,37.26
Randy Watson,New Jersey,East,Victor Watson,2016-04-08,Stuff,8,16.32,130.56
Sara Snyder,Massachusetts,East,Rose Baker,2016-04-08,Junk,1,12.42,12.42
Patrick Graham,Oregon,West,Michelle Phillips,2016-04-08,Things,9,17.83,160.47
Frances Warren,New York,East,Tina Jones,2016-04-09,Widgets,1,53.35,53.35
Frances Warren,New Jersey,East,Todd Miller,2016-04-09,Widgets,1,53.35,53.35
Patrick Graham,Oregon,West,Ruby Taylor,2016-04-09,Stuff,6,16.32,97.92
Patrick Graham,Washington,West,Earl Morales,2016-04-09,Junk,8,12.42,99.36
Randy Watson,New Jersey,East,Joseph Foster,2016-04-09,Stuff,1,16.32,16.32
Frances Warren,New York,East,Louis Mason,2016-04-09,Things,7,17.83,124.81
Diane Gonzalez,Oregon,West,Joyce Myers,2016-04-09,Widgets,1,53.35,53.35
Patrick Graham,Oregon,West,Gloria Fisher,2016-04-09,Things,8,17.83,142.64
Randy Watson,Connecticut,East,Phyllis Grant,2016-04-09,Junk,9,12.42,111.78
Frances Warren,Connecticut,East,Carlos Stephens,2016-04-09,Things,8,17.83,142.64
Patrick Graham,California,West,Judy Lopez,2016-04-09,Widgets,9,53.35,480.15
Frances Warren,New York,East,Louis Mason,2016-04-09,Stuff,10,16.32,163.2
Diane Gonzalez,Washington,West,Craig Hicks,2016-04-09,Widgets,6,53.35,320.1
Patrick Graham,Washington,West,Christine Jacobs,2016-04-09,Things,10,17.83,178.3
Diane Gonzalez,Oregon,West,Rose Matthews,2016-04-09,Junk,1,12.42,12.42
Randy Watson,Massachusetts,East,Alice Kelly,2016-04-10,Junk,4,12.42,49.68
Sara Snyder,New York,East,Joe Ryan,2016-04-10,Things,2,17.83,35.66
Patrick Graham,California,West,Nicholas Schmidt,2016-04-10,Widgets,1,53.35,53.35
Diane Gonzalez,Washington,West,Gloria Morris,2016-04-10,Junk,8,12.42,99.36
Diane Gonzalez,Washington,West,Terry Nguyen,2016-04-10,Things,4,17.83,71.32
Frances Warren,Massachusetts,East,Andrea King,2016-04-10,Junk,10,12.42,124.2
Sara Snyder,Connecticut,East,Raymond Clark,2016-04-10,Widgets,4,53.35,213.4
Sara Snyder,Massachusetts,East,Matthew Berry,2016-04-10,Junk,10,12.42,124.2
Sara Snyder,New York,East,Annie Wilson,2016-04-10,Junk,5,12.42,62.1
Sara Snyder,New York,East,Bonnie Wagner,2016-04-10,Things,3,17.83,53.49
Sara Snyder,Massachusetts,East,Kathryn Fox,2016-04-10,Widgets,2,53.35,106.7
Sara Snyder,New York,East,Mark Alexander,2016-04-10,Junk,4,12.42,49.68
Patrick Graham,California,West,Joan Robinson,2016-04-10,Things,10,17.83,178.3
Patrick Graham,California,West,Jacqueline Little,2016-04-10,Stuff,10,16.32,163.2
Sara Snyder,Massachusetts,East,Jerry Smith,2016-04-10,Junk,1,12.42,12.42
Randy Watson,Massachusetts,East,Eugene Hughes,2016-04-10,Junk,5,12.42,62.1
Frances Warren,New York,East,Sharon Rose,2016-04-10,Things,3,17.83,53.49
Patrick Graham,Nevada,West,Sandra Hughes,2016-04-10,Junk,7,12.42,86.94
Patrick Graham,Washington,West,Henry Sanders,2016-04-11,Widgets,4,53.35,213.4
Diane Gonzalez,Oregon,West,Sharon Wagner,2016-04-11,Widgets,10,53.35,533.5
Randy Watson,New York,East,Phyllis Johnston,2016-04-11,Widgets,8,53.35,426.8
Patrick Graham,California,West,Willie Oliver,2016-04-11,Things,9,17.83,160.47
Sara Snyder,New York,East,Ronald Kim,2016-04-11,Junk,3,12.42,37.26
Patrick Graham,Washington,West,Gary Cook,2016-04-11,Junk,2,12.42,24.84
Randy Watson,New York,East,Janice Jackson,2016-04-11,Stuff,9,16.32,146.88
Patrick Graham,Washington,West,Kimberly Lee,2016-04-11,Junk,6,12.42,74.52
Sara Snyder,Connecticut,East,Clarence Mason,2016-04-11,Things,3,17.83,53.49
Sara Snyder,New Jersey,East,Judith Wood,2016-04-11,Widgets,2,53.35,106.7
Sara Snyder,New York,East,Debra Palmer,2016-04-11,Junk,4,12.42,49.68
Frances Warren,Massachusetts,East,Jennifer White,2016-04-11,Junk,3,12.42,37.26
Sara Snyder,New York,East,Harold Daniels,2016-04-12,Junk,8,12.42,99.36
Patrick Graham,Oregon,West,Janet Stewart,2016-04-12,Junk,5,12.42,62.1
Frances Warren,Massachusetts,East,Eugene Schmidt,2016-04-12,Junk,7,12.42,86.94
Patrick Graham,Oregon,West,Kevin Garza,2016-04-12,Things,4,17.83,71.32
Randy Watson,New York,East,Bonnie Wagner,2016-04-12,Things,6,17.83,106.98
Diane Gonzalez,Washington,West,Philip Rodriguez,2016-04-12,Widgets,9,53.35,480.15
Randy Watson,Massachusetts,East,Andrew Howard,2016-04-12,Junk,3,12.42,37.26
Sara Snyder,New York,East,Cheryl Riley,2016-04-12,Junk,3,12.42,37.26
Sara Snyder,New York,East,Albert Miller,2016-04-12,Widgets,3,53.35,160.05
Diane Gonzalez,Oregon,West,Donald Ryan,2016-04-12,Widgets,2,53.35,106.7
Sara Snyder,Massachusetts,East,Virginia Foster,2016-04-12,Widgets,10,53.35,533.5
Diane Gonzalez,California,West,Rebecca Ryan,2016-04-12,Junk,4,12.42,49.68
Patrick Graham,Washington,West,Jerry Collins,2016-04-12,Widgets,7,53.35,373.45
Frances Warren,New Jersey,East,Kathy Rice,2016-04-12,Widgets,7,53.35,373.45
Sara Snyder,New York,East,Steven Simpson,2016-04-12,Widgets,1,53.35,53.35
Randy Watson,Massachusetts,East,Jennifer White,2016-04-13,Things,6,17.83,106.98
Sara Snyder,New Jersey,East,Albert Dunn,2016-04-13,Junk,10,12.42,124.2
Randy Watson,New York,East,Jane Sims,2016-04-13,Widgets,6,53.35,320.1
Frances Warren,New Jersey,East,Robert Collins,2016-04-13,Things,8,17.83,142.64
Sara Snyder,New York,East,Emily Patterson,2016-04-13,Widgets,2,53.35,106.7
Sara Snyder,Massachusetts,East,Douglas Duncan,2016-04-13,Widgets,8,53.35,426.8
Patrick Graham,California,West,Anthony White,2016-04-13,Junk,6,12.42,74.52
Sara Snyder,Massachusetts,East,Heather Lawrence,2016-04-13,Widgets,7,53.35,373.45
Frances Warren,Massachusetts,East,Andrea King,2016-04-13,Widgets,9,53.35,480.15
Diane Gonzalez,Oregon,West,Rachel Harris,2016-04-13,Junk,9,12.42,111.78
Sara Snyder,Massachusetts,East,Douglas Duncan,2016-04-13,Things,6,17.83,106.98
Diane Gonzalez,Washington,West,Arthur Green,2016-04-13,Junk,4,12.42,49.68
Sara Snyder,Massachusetts,East,Paul Perkins,2016-04-13,Things,1,17.83,17.83
Randy Watson,Connecticut,East,Cheryl Henderson,2016-04-13,Widgets,3,53.35,160.05
Sara Snyder,New Jersey,East,Ruby Evans,2016-04-14,Things,4,17.83,71.32
Patrick Graham,Washington,West,Susan Gomez,2016-04-14,Widgets,5,53.35,266.75
Patrick Graham,Washington,West,Earl Morales,2016-04-14,Junk,1,12.42,12.42
Sara Snyder,New Jersey,East,Arthur Simmons,2016-04-14,Junk,8,12.42,99.36
Sara Snyder,Massachusetts,East,Jean Torres,2016-04-14,Junk,9,12.42,111.78
Patrick Graham,Washington,West,Donald Lopez,2016-04-14,Junk,9,12.42,111.78
Sara Snyder,New York,East,Carlos Greene,2016-04-14,Widgets,5,53.35,266.75
Sara Snyder,Massachusetts,East,Jennifer Reyes,2016-04-14,Things,7,17.83,124.81
Sara Snyder,Massachusetts,East,Roy Rivera,2016-04-14,Junk,3,12.42,37.26
Randy Watson,New Jersey,East,Lois Woods,2016-04-15,Widgets,6,53.35,320.1
Sara Snyder,Massachusetts,East,Cheryl Williamson,2016-04-15,Junk,8,12.42,99.36
Sara Snyder,New York,East,Cheryl Riley,2016-04-15,Things,5,17.83,89.15
Randy Watson,New Jersey,East,Ernest Bishop,2016-04-15,Junk,3,12.42,37.26
Patrick Graham,Washington,West,Joseph Willis,2016-04-15,Things,8,17.83,142.64
Diane Gonzalez,Nevada,West,Laura Lewis,2016-04-15,Junk,8,12.42,99.36
Randy Watson,New York,East,Jane Sims,2016-04-15,Widgets,5,53.35,266.75
Randy Watson,Connecticut,East,Annie Collins,2016-04-15,Widgets,8,53.35,426.8
Sara Snyder,Massachusetts,East,Bruce Cruz,2016-04-15,Junk,9,12.42,111.78
Sara Snyder,Massachusetts,East,Louise Rivera,2016-04-15,Things,3,17.83,53.49
Patrick Graham,Washington,West,Kenneth Gomez,2016-04-15,Junk,8,12.42,99.36
Frances Warren,New Jersey,East,Robert Collins,2016-04-15,Junk,4,12.42,49.68
Sara Snyder,New Jersey,East,Laura Wells,2016-04-15,Junk,3,12.42,37.26
Diane Gonzalez,California,West,Nicholas Nguyen,2016-04-15,Stuff,6,16.32,97.92
Diane Gonzalez,Oregon,West,Rachel Harris,2016-04-15,Junk,6,12.42,74.52
Randy Watson,New Jersey,East,Judith Gray,2016-04-15,Stuff,10,16.32,163.2
Patrick Graham,Washington,West,Annie Hughes,2016-04-15,Stuff,7,16.32,114.24
Patrick Graham,Washington,West,Harry Hanson,2016-04-15,Widgets,7,53.35,373.45
Frances Warren,Massachusetts,East,Brandon King,2016-04-15,Junk,10,12.42,124.2
Sara Snyder,Massachusetts,East,Eugene Flores,2016-04-16,Widgets,10,53.35,533.5
Patrick Graham,Washington,West,Jane Ramirez,2016-04-16,Junk,5,12.42,62.1
Sara Snyder,New York,East,Cynthia Day,2016-04-16,Junk,1,12.42,12.42
Frances Warren,New York,East,Jennifer Black,2016-04-16,Things,6,17.83,106.98
Sara Snyder,New Jersey,East,Victor Watson,2016-04-16,Widgets,1,53.35,53.35
Sara Snyder,Massachusetts,East,Christopher Pierce,2016-04-16,Junk,5,12.42,62.1
Patrick Graham,Oregon,West,Joyce Myers,2016-04-16,Junk,3,12.42,37.26
Diane Gonzalez,California,West,Adam Martin,2016-04-16,Junk,9,12.42,111.78
Sara Snyder,New York,East,Heather Andrews,2016-04-16,Stuff,9,16.32,146.88
Diane Gonzalez,California,West,Andrew Adams,2016-04-16,Junk,9,12.42,111.78
Frances Warren,Massachusetts,East,Joe Russell,2016-04-16,Junk,1,12.42,12.42
Patrick Graham,Nevada,West,Craig Lewis,2016-04-16,Widgets,9,53.35,480.15
Frances Warren,New Jersey,East,Maria Hughes,2016-04-16,Junk,3,12.42,37.26
Sara Snyder,Massachusetts,East,Jennifer Reyes,2016-04-16,Junk,6,12.42,74.52
Sara Snyder,New Jersey,East,Randy Willis,2016-04-17,Stuff,3,16.32,48.96
Sara Snyder,New York,East,Christina Oliver,2016-04-17,Things,4,17.83,71.32
Sara Snyder,New Jersey,East,Raymond Freeman,2016-04-17,Junk,2,12.42,24.84
Sara Snyder,New York,East,Jessica Lewis,2016-04-17,Things,2,17.83,35.66
Randy Watson,New Jersey,East,Peter Brown,2016-04-17,Things,10,17.83,178.3
Frances Warren,New Jersey,East,Sean Weaver,2016-04-17,Widgets,4,53.35,213.4
Randy Watson,New York,East,Richard Walker,2016-04-17,Things,8,17.83,142.64
Sara Snyder,Massachusetts,East,Jason Patterson,2016-04-17,Things,4,17.83,71.32
Sara Snyder,New York,East,Jessica Lewis,2016-04-17,Junk,2,12.42,24.84
Sara Snyder,Connecticut,East,Carolyn Rivera,2016-04-17,Things,8,17.83,142.64
Frances Warren,Massachusetts,East,Lori Shaw,2016-04-18,Junk,8,12.42,99.36
Patrick Graham,Nevada,West,Rachel Dunn,2016-04-18,Widgets,7,53.35,373.45
Patrick Graham,California,West,Nicholas Schmidt,2016-04-18,Junk,10,12.42,124.2
Patrick Graham,Washington,West,Jeremy Baker,2016-04-18,Stuff,1,16.32,16.32
Patrick Graham,Nevada,West,Craig Lewis,2016-04-18,Things,8,17.83,142.64
Diane Gonzalez,California,West,Mary Rose,2016-04-18,Widgets,6,53.35,320.1
Patrick Graham,Oregon,West,Teresa Fisher,2016-04-18,Widgets,4,53.35,213.4
Diane Gonzalez,Washington,West,Annie Hughes,2016-04-18,Widgets,10,53.35,533.5
Patrick Graham,California,West,Gerald Mcdonald,2016-04-18,Things,7,17.83,124.81
Sara Snyder,New York,East,Craig Mcdonald,2016-04-18,Things,4,17.83,71.32
Sara Snyder,New York,East,Gloria Harper,2016-04-18,Junk,3,12.42,37.26
Patrick Graham,California,West,Michelle Sanchez,2016-04-18,Junk,1,12.42,12.42
Sara Snyder,New York,East,Juan Reed,2016-04-18,Junk,6,12.42,74.52
Sara Snyder,Massachusetts,East,Harold Rodriguez,2016-04-18,Things,8,17.83,142.64
Sara Snyder,New Jersey,East,Cynthia Lewis,2016-04-18,Widgets,1,53.35,53.35
Frances Warren,Massachusetts,East,Kathryn Fox,2016-04-19,Stuff,1,16.32,16.32
Sara Snyder,Massachusetts,East,Kenneth Nelson,2016-04-19,Stuff,10,16.32,163.2
Sara Snyder,Massachusetts,East,Craig Collins,2016-04-19,Junk,1,12.42,12.42
Sara Snyder,Massachusetts,East,Sandra Weaver,2016-04-19,Junk,8,12.42,99.36
Sara Snyder,Connecticut,East,Brandon Morales,2016-04-19,Things,5,17.83,89.15
Sara Snyder,Connecticut,East,Sandra Meyer,2016-04-19,Things,7,17.83,124.81
Randy Watson,New York,East,Louise Frazier,2016-04-19,Widgets,1,53.35,53.35
Frances Warren,New Jersey,East,Robert Collins,2016-04-19,Junk,7,12.42,86.94
Patrick Graham,California,West,Adam Garza,2016-04-19,Junk,7,12.42,86.94
Randy Watson,Connecticut,East,William Collins,2016-04-19,Junk,3,12.42,37.26
Sara Snyder,New York,East,Martha Bryant,2016-04-19,Widgets,6,53.35,320.1
Randy Watson,Connecticut,East,Janice Ford,2016-04-19,Widgets,9,53.35,480.15
Randy Watson,New Jersey,East,Debra Barnes,2016-04-19,Junk,5,12.42,62.1
Frances Warren,Massachusetts,East,Phillip Johnston,2016-04-19,Junk,5,12.42,62.1
Sara Snyder,New York,East,Sharon Perez,2016-04-19,Junk,9,12.42,111.78
Sara Snyder,New Jersey,East,Harold Matthews,2016-04-19,Things,7,17.83,124.81
Diane Gonzalez,Washington,West,Mildred Moore,2016-04-19,Widgets,3,53.35,160.05
Patrick Graham,Washington,West,Antonio Coleman,2016-04-20,Junk,8,12.42,99.36
Sara Snyder,New Jersey,East,Tammy Hart,2016-04-20,Stuff,10,16.32,163.2
Diane Gonzalez,California,West,Frances Parker,2016-04-20,Widgets,8,53.35,426.8
Patrick Graham,Nevada,West,Laura Lewis,2016-04-20,Junk,8,12.42,99.36
Sara Snyder,Connecticut,East,Carolyn Rivera,2016-04-20,Junk,1,12.42,12.42
Frances Warren,New York,East,Carl Rice,2016-04-20,Junk,9,12.42,111.78
Sara Snyder,Massachusetts,East,Christopher Pierce,2016-04-20,Stuff,10,16.32,163.2
Frances Warren,Massachusetts,East,Andrea King,2016-04-20,Junk,8,12.42,99.36
Diane Gonzalez,Oregon,West,Gary Moreno,2016-04-20,Junk,7,12.42,86.94
Sara Snyder,New York,East,Frank Owens,2016-04-20,Junk,5,12.42,62.1
Patrick Graham,Oregon,West,Henry Day,2016-04-20,Junk,8,12.42,99.36
Sara Snyder,Massachusetts,East,George Stone,2016-04-20,Stuff,10,16.32,163.2
Diane Gonzalez,Oregon,West,Carl Lawson,2016-04-20,Things,5,17.83,89.15
Patrick Graham,Oregon,West,Jean Griffin,2016-04-20,Widgets,7,53.35,373.45
Patrick Graham,Oregon,West,Sharon Rice,2016-04-20,Stuff,8,16.32,130.56
Sara Snyder,New York,East,Joan Thompson,2016-04-21,Things,3,17.83,53.49
Patrick Graham,Washington,West,Annie Hunter,2016-04-21,Stuff,6,16.32,97.92
Randy Watson,New Jersey,East,Judith Gray,2016-04-21,Things,10,17.83,178.3
Sara Snyder,New York,East,Roger Freeman,2016-04-21,Junk,8,12.42,99.36
Sara Snyder,Massachusetts,East,Kevin Torres,2016-04-21,Stuff,10,16.32,163.2
Sara Snyder,New Jersey,East,Albert Dunn,2016-04-21,Stuff,6,16.32,97.92
Patrick Graham,Oregon,West,Wanda Allen,2016-04-21,Widgets,8,53.35,426.8
Patrick Graham,Washington,West,Evelyn Lane,2016-04-21,Junk,7,12.42,86.94
Sara Snyder,Massachusetts,East,Roy Rivera,2016-04-21,Stuff,6,16.32,97.92
Randy Watson,Connecticut,East,William Collins,2016-04-21,Widgets,6,53.35,320.1
Sara Snyder,New York,East,Janice Jackson,2016-04-21,Junk,4,12.42,49.68
Sara Snyder,Massachusetts,East,Raymond Young,2016-04-21,Junk,1,12.42,12.42
Randy Watson,New York,East,Joshua Campbell,2016-04-21,Things,7,17.83,124.81
Sara Snyder,New York,East,Alan Allen,2016-04-21,Junk,3,12.42,37.26
Randy Watson,Massachusetts,East,Diana Pierce,2016-04-21,Stuff,2,16.32,32.64
Sara Snyder,New York,East,Todd Holmes,2016-04-21,Things,8,17.83,142.64
Patrick Graham,California,West,Michelle Sanchez,2016-04-21,Junk,8,12.42,99.36
Sara Snyder,New Jersey,East,Judith Gray,2016-04-21,Stuff,2,16.32,32.64
Sara Snyder,Massachusetts,East,Bobby Mitchell,2016-04-21,Junk,6,12.42,74.52
Sara Snyder,New York,East,Janet Freeman,2016-04-21,Junk,7,12.42,86.94
Sara Snyder,Massachusetts,East,Douglas Duncan,2016-04-22,Junk,4,12.42,49.68
Patrick Graham,Washington,West,Jennifer Adams,2016-04-22,Widgets,7,53.35,373.45
Sara Snyder,New York,East,Jerry Pierce,2016-04-22,Junk,6,12.42,74.52
Sara Snyder,New York,East,Jimmy Bailey,2016-04-22,Things,5,17.83,89.15
Sara Snyder,New Jersey,East,David Allen,2016-04-22,Things,3,17.83,53.49
Sara Snyder,Connecticut,East,Henry Cox,2016-04-22,Junk,4,12.42,49.68
Frances Warren,Massachusetts,East,Virginia Foster,2016-04-22,Junk,10,12.42,124.2
Randy Watson,New York,East,Jeffrey Miller,2016-04-22,Junk,8,12.42,99.36
Sara Snyder,Massachusetts,East,Jerry Smith,2016-04-22,Things,6,17.83,106.98
Randy Watson,New York,East,Albert Miller,2016-04-23,Things,5,17.83,89.15
Sara Snyder,Connecticut,East,Phyllis Grant,2016-04-23,Widgets,9,53.35,480.15
Patrick Graham,Nevada,West,Sarah Harrison,2016-04-23,Things,7,17.83,124.81
Patrick Graham,Washington,West,Stephen Murray,2016-04-23,Stuff,10,16.32,163.2
Sara Snyder,Massachusetts,East,William Payne,2016-04-23,Junk,10,12.42,124.2
Sara Snyder,New Jersey,East,Frank Spencer,2016-04-23,Stuff,7,16.32,114.24
Patrick Graham,Oregon,West,Carl Lawson,2016-04-23,Junk,7,12.42,86.94
Sara Snyder,New York,East,Richard Walker,2016-04-23,Junk,10,12.42,124.2
Patrick Graham,California,West,Helen Diaz,2016-04-23,Widgets,8,53.35,426.8
Randy Watson,Massachusetts,East,Bruce Nelson,2016-04-23,Junk,9,12.42,111.78
Sara Snyder,Massachusetts,East,Jerry Palmer,2016-04-23,Widgets,1,53.35,53.35
Sara Snyder,Massachusetts,East,Phillip Johnston,2016-04-23,Junk,6,12.42,74.52
Sara Snyder,Connecticut,East,Anna Franklin,2016-04-23,Things,3,17.83,53.49
Sara Snyder,Massachusetts,East,Walter Meyer,2016-04-23,Junk,6,12.42,74.52
Patrick Graham,California,West,Adam Martin,2016-04-23,Widgets,5,53.35,266.75
Sara Snyder,New York,East,Harold Hunter,2016-04-23,Things,8,17.83,142.64
Diane Gonzalez,Nevada,West,Sandra Hughes,2016-04-23,Things,7,17.83,124.81
Sara Snyder,Massachusetts,East,Sean Carr,2016-04-23,Junk,2,12.42,24.84
Patrick Graham,Washington,West,Stephanie Wallace,2016-04-23,Things,2,17.83,35.66
Sara Snyder,New York,East,Billy Reed,2016-04-23,Stuff,1,16.32,16.32
Sara Snyder,Massachusetts,East,Eugene Hughes,2016-04-23,Things,4,17.83,71.32
Frances Warren,Massachusetts,East,Sean Carr,2016-04-23,Widgets,1,53.35,53.35
Frances Warren,Massachusetts,East,Martha Brown,2016-04-23,Widgets,7,53.35,373.45
Sara Snyder,New York,East,Janice Jackson,2016-04-24,Junk,7,12.42,86.94
Sara Snyder,Massachusetts,East,Frances Lane,2016-04-24,Things,6,17.83,106.98
Diane Gonzalez,Oregon,West,Jeremy Diaz,2016-04-24,Junk,8,12.42,99.36
Sara Snyder,New Jersey,East,James Wheeler,2016-04-24,Widgets,5,53.35,266.75
Sara Snyder,Connecticut,East,Maria Long,2016-04-24,Things,7,17.83,124.81
Diane Gonzalez,Washington,West,Carol Pierce,2016-04-24,Widgets,3,53.35,160.05
Patrick Graham,Oregon,West,Edward Taylor,2016-04-24,Junk,1,12.42,12.42
Diane Gonzalez,Washington,West,Michelle Allen,2016-04-24,Things,3,17.83,53.49
Sara Snyder,Massachusetts,East,Susan Watkins,2016-04-24,Junk,4,12.42,49.68
Sara Snyder,Massachusetts,East,Harold Schmidt,2016-04-24,Widgets,5,53.35,266.75
Patrick Graham,Washington,West,Ruby Gonzales,2016-04-24,Stuff,8,16.32,130.56
Sara Snyder,New York,East,Jimmy Bailey,2016-04-24,Junk,6,12.42,74.52
Sara Snyder,New Jersey,East,David Allen,2016-04-24,Junk,8,12.42,99.36
Patrick Graham,California,West,Robin Murphy,2016-04-24,Widgets,5,53.35,266.75
Randy Watson,Connecticut,East,Scott Weaver,2016-04-24,Stuff,9,16.32,146.88
Sara Snyder,Massachusetts,East,Emily Anderson,2016-04-25,Junk,4,12.42,49.68
Patrick Graham,Nevada,West,Craig Lewis,2016-04-25,Stuff,9,16.32,146.88
Randy Watson,New York,East,Daniel Morris,2016-04-25,Stuff,5,16.32,81.6
Sara Snyder,New York,East,Joseph Boyd,2016-04-25,Junk,10,12.42,124.2
Sara Snyder,Massachusetts,East,Alan Romero,2016-04-25,Things,2,17.83,35.66
Sara Snyder,New York,East,Eugene Wilson,2016-04-25,Junk,3,12.42,37.26
Sara Snyder,New Jersey,East,Eric Ellis,2016-04-25,Things,8,17.83,142.64
Diane Gonzalez,Washington,West,Kenneth Gomez,2016-04-25,Widgets,8,53.35,426.8
Randy Watson,Massachusetts,East,Eugene Schmidt,2016-04-25,Junk,5,12.42,62.1
Sara Snyder,Massachusetts,East,Beverly Hamilton,2016-04-25,Stuff,9,16.32,146.88
Sara Snyder,Connecticut,East,Ashley Olson,2016-04-25,Stuff,9,16.32,146.88
Diane Gonzalez,California,West,Robin Murphy,2016-04-25,Things,9,17.83,160.47
Randy Watson,New Jersey,East,Kelly Daniels,2016-04-25,Junk,3,12.42,37.26
